Country Name,Country Code,Series Name,Series Code,2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
World,WLD,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,4.00897208423349,4.01471766775148,4.15283206035147,4.28299230672157,4.38817337084941,4.47772210317331,4.58801760972481,4.56130977188499,4.44982588000567,4.67104781262243,4.76232754519287,4.77385868425967,4.80903716920815,4.77690089127195,4.6979632206542,4.64960332789754,4.67177747634658,4.73428080473987,4.70069318784206,4.47400584361336,4.68420055184532,4.66731333968557,4.67693780495436,4.69325586829798,..
World,WLD,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,3.36219434276141,3.32073974983421,3.30962700753368,3.35185608558773,3.22585016627159,3.19904026756852,3.37766873086202,3.54020201944781,3.65443373456439,3.86441493626135,4.00501647340603,4.03964332103404,4.18166174789629,4.16465172320917,4.1975266807732,4.13730120082578,4.10190289387195,3.9337525774109,4.06809310777644,4.41058876301908,4.32946169434329,4.29021425382999,4.12661376471439,4.04871859432626,..
World,WLD,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,2323.52855150984,2376.10209812802,2437.87309927269,2512.07052788095,2593.33304438215,2669.55818658304,2752.74051261205,2773.84201948606,2726.93494104079,2887.64385236618,2952.78463526265,2979.76430041472,3035.64707793307,3080.44028257347,3081.68481337426,3138.09374397517,3206.18534308225,3291.87927206042,3300.2905130117,3257.17247981568,3432.44336462311,3496.50800480977,3557.98382145796,..,..
World,WLD,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,16.938347746674,16.7514400433464,16.2397670355985,16.4827319564431,16.4820771197022,16.4121609277976,15.9484320110109,16.2442813142908,16.5586252891665,16.4023255856048,16.134331862217,16.4864201117499,16.5658263153637,16.5249528826723,16.353132952014,16.5225173242134,16.2479635348646,16.1593418668022,16.1236585654864,16.5566801789671,15.4142929874412,15.2474385240475,14.5444863601383,16.1231230467635,..
World,WLD,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,18.6218934449911,19.1811495845881,19.438410251832,19.9100044410037,20.1096757990785,20.5064059373413,21.1138352217753,21.4967045480154,21.7866772377745,22.3030002793836,22.0372946906704,22.4322398234573,21.5433338489525,21.4672539307706,22.7211437203335,23.2816494147198,22.9166989233696,23.0739222483543,23.3199522839776,23.5305988142042,22.7838288597112,22.2334851828418,22.1025913796549,28.9233890553519,..
World,WLD,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,16.8823620161062,16.391617470421,15.659506238269,15.5545907535005,15.0745220747707,14.6276571418515,13.6679641101587,13.4770341819879,13.3352591406537,12.7565199737071,11.5660273195785,10.765753529369,10.5325269561828,10.5168161368219,10.5320866658652,10.3871040730827,10.1766358155173,10.1051287645931,10.2664556210013,9.89758049519885,9.81390392075678,9.16707308201654,9.11440350355735,15.518169603547,..
World,WLD,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,-0.454001425615343,0.06791952695199,0.235204702291953,-0.443366835946094,0.0560342622724468,0.694888470659831,0.826690861935551,0.75959272242074,-0.0722279140664019,0.126029510519986,-0.418581592308957,-0.724439330658031,-0.716090953668249,-0.452917188597238,-0.801942467000183,-0.999339206030131,-0.687797341343947,-1.11708801104394,-0.918594594475234,-0.906318220095492,0.0418476782959433,-0.47338512399277,10.5323242446192,..,..
World,WLD,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,81.0052684439256,81.1401236089377,81.6608384894917,81.8031759980872,81.929117004726,82.0455843514028,82.4537647436558,82.3584922591624,82.1012222619066,82.4211189693789,82.8836287249908,82.9195444946916,82.6614172388857,82.4700577036637,82.1816124343686,81.8633895527856,81.7417256391328,81.4681560173367,81.164748212325,80.4907825301913,80.7819569146386,80.6494100260082,80.4052842978741,74.8319994480172,..
World,WLD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,47.3041676777483,47.8254042871885,48.3630051862397,48.8650001554705,49.3577952569523,49.8713307759176,50.4145418301197,50.8792438409157,51.3728789097588,51.7589871197018,52.4574472014951,52.9169643228086,53.4324285544528,53.9080111998113,54.4246815745034,54.8936424211134,55.3184226450948,55.7510358807325,56.1393998135593,56.442553264507,56.8075140054202,57.0703302851395,57.3099507018106,57.5634797111357,..
World,WLD,GDP per capita (current US$),NY.GDP.PCAP.CD,5394.68512526724,5530.02104262965,6122.43446098027,6811.48195762269,7284.31331023762,7796.34931015336,8677.57102707632,9415.35786125181,8816.8105604156,9542.72886249208,10485.1771943036,10583.9966715989,10739.8911620948,10885.7966024868,10161.9445773233,10204.9287763386,10747.764306505,11309.3830773178,11376.0818134476,10937.6846205191,12390.6686716727,12798.1658465319,13236.7163960917,13631.2043097215,..
World,WLD,Trade (% of GDP),NE.TRD.GNFS.ZS,49.1765384120151,49.1934640328003,50.847305786992,54.4024779622624,56.4475477827097,58.5905535284741,58.966375474231,60.5698143010809,52.0809900200333,56.4159468717993,59.5371105603304,59.3502507190567,58.7078861767085,58.1300187518142,55.7349858105449,53.9114215972707,55.5882472883587,57.1241197323954,55.9091127292441,51.9733628554011,56.7104814151821,62.4216664720525,58.1981732430475,56.7581439140522,..
World,WLD,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,26.9495814896535,26.4328616931899,26.4321878651386,26.820657591831,27.3130876693773,27.821745958516,27.8832879181393,28.209367214008,26.6793742828617,27.62129979624,28.1760947016753,28.1540557171329,27.857281471925,27.6512462544278,26.7581066816507,26.2097721966568,26.6974193670991,27.1690541542086,26.6012800207035,25.9954241984094,27.1416570882211,27.2584810728139,26.2727691431168,25.6273911190008,..
World,WLD,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,17.2141012541802,17.2206557859887,17.067470633117,16.7834791518651,16.6370993331808,16.7290772224366,16.5374660334277,16.6569817886533,17.0654993607187,16.7414815095897,16.6987205578704,16.8962150785112,17.1692464159295,17.3299951573821,17.4035082673572,17.6281084915531,17.8541835016377,18.1052270747944,18.5751641385934,19.7355641050053,..,..,..,..,..
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 04/08/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,
