Country Name,Year,Access to electricity (% of population),"Agriculture, forestry, and fishing, value added (% of GDP)",carbon_emissions,Electric power consumption (kWh per capita),Electricity production from coal sources (% of total),Electricity production from hydroelectric sources (% of total),Electricity production from natural gas sources (% of total),Electricity production from nuclear sources (% of total),"Energy imports, net (% of energy use)",Fossil fuel energy consumption (% of total),GDP (constant LCU),"Net trade in goods and services (BoP, current US$)",Urban population
Estonia,2001,100.0,3.49644570652548,18.2484,4680.44794559529,92.2550984321584,0.0825179771307321,7.06118118590121,0.0,34.4333336529151,31.4498914259412,15548938000.0,-129877512.464851,935487.0
Estonia,2002,100.0,3.5524871000821,17.5188,4767.46293544061,93.1277119737305,0.070364723818459,6.20382314999414,0.0,32.8596857510734,29.9395471183584,16626946000.0,-518537516.905182,929807.0
Estonia,2003,100.0,3.45928807770416,19.5544,5158.60277810202,94.1628113003248,0.127965350920366,4.96111822029727,0.0,30.1426163374306,29.2143864277728,17889979000.0,-836603350.000956,924334.0
Estonia,2004,100.0,3.61869925607531,20.0456,5429.52552199919,94.2837732919255,0.213509316770186,4.7263198757764,0.0,31.0892801703109,28.8097037459524,19106623000.0,-949700084.039493,919276.0
Estonia,2005,100.0,3.28668552534137,20.0689,5531.54582864313,93.2680058794708,0.215580597746203,5.33072023517883,0.0,27.8264152931568,29.0098243692973,20926157000.0,-704594343.022981,914582.0
Estonia,2006,100.0,3.14382046697103,19.4325,5869.42478894573,92.8175092478422,0.143855322646938,5.53842992190711,0.0,31.5952074287509,29.5949070653684,22969088000.0,-1728295835.70901,909847.0
Estonia,2007,100.0,3.92534204177827,23.0337,6277.41146283975,95.7095980311731,0.172272354388843,2.8219852337982,0.0,25.6676732569844,25.876130431314,24708059000.0,-1964475152.05379,906431.0
Estonia,2008,100.0,3.40126152586792,20.8808,6364.56783013858,93.7907570172952,0.264625271713449,3.99773178338531,0.0,28.8025596909053,27.820664307059,23441694000.0,-960636223.447725,904805.0
Estonia,2009,100.0,2.47104873277575,17.4389,5975.95381093506,92.0947716140791,0.364506207996355,1.2302084519877,0.0,28.3322327077519,25.2860003557502,20012122000.0,989300275.811455,903932.0
Estonia,2010,100.0,3.17092945309266,22.2156,6506.31818096472,89.2934279543351,0.208269052761493,2.3372415921012,0.0,15.411623357119,19.6591779791039,20502369000.0,1245764979.14069,902804.0
Estonia,2011,100.0,3.66566862923271,22.3356,6314.41444766954,88.5829519894516,0.232684402388893,1.93903668657411,0.0,14.3265507110903,18.5541325298788,22061979000.0,1350581522.01101,901033.0
Estonia,2012,100.0,3.2843229052027,21.2301,6689.36777611787,86.1201637837386,0.350965154173978,1.05289546252194,0.0,22.4672758258093,20.4941461383658,22872099000.0,385668930.319687,898943.0
Estonia,2013,100.0,3.04742973666601,23.6366,6664.65856902557,88.6930320150659,0.195856873822976,0.670433145009416,0.0,15.849617793539,17.9264721073035,23273846000.0,587031990.853501,897455.0
Estonia,2014,100.0,3.11496161660999,22.7514,6732.36747315611,87.3533665434678,0.216937168568215,0.554394986340993,0.0,12.4656597835761,15.7466116982443,24047187000.0,869128638.279324,897398.0
Estonia,2015,100.0,2.80642152865051,21.0222,6481.64408430242,82.7650768624359,0.266062278281435,0.610957824201813,0.0,12.008668176882,14.7458979553125,24489211000.0,830131194.372669,900786.0
Estonia,2016,100.0,2.0715978609001,20.5878,7150.83713966514,83.7209302325581,0.287616073629715,0.608102555674254,0.0,8.58616288380267,0.0,25246667000.0,791515521.748727,904264.0
Estonia,2017,100.0,2.33885596628311,21.9647,7322.84588244582,83.8525835866261,0.197568389057751,0.478723404255319,0.0,4.81112411843652,0.0,26669234000.0,925082311.247708,908905.0
Estonia,2018,100.0,2.04938469969066,23.6488,7354.89346637649,81.9880297638305,0.121319961177612,0.469103849886768,0.0,1.46471933243901,0.0,27655915000.0,730118035.757669,915870.0
Estonia,2019,100.0,2.265648962634,15.4629,6987.72626079774,70.1510177281681,0.249507550886408,0.499015101772817,0.0,5.11766701243268,0.0,28686554000.0,1176418475.06335,923239.0
Estonia,2020,100.0,1.93181527353408,12.1329,7030.34624474059,49.111549851925,0.493583415597236,0.427772293517604,0.0,11.4816177843203,0.0,27859289000.0,-416310163.40625,929091.0
Estonia,2021,100.0,1.94353771254558,12.9256,6644.21623343642,57.6762909494725,0.319267073847862,0.569128262076624,0.0,1.6917913300277,0.0,30159040000.0,-505674875.236151,934018.0
Eswatini,2001,26.9,9.98162263550156,1.112,669.797462380978,29.6875,59.375,0.0,0.0,18.5885573778802,0.0,36109364800.0,-175922348.841358,238692.0
Eswatini,2002,25.9,10.3254630626656,1.0825,800.422109395426,36.6336633663366,52.4752475247525,0.0,0.0,12.0626684466386,0.0,37585749600.0,-65115011.4413149,239106.0
Eswatini,2003,28.7,10.1773781294435,1.0047,808.09974688291,31.7972350230415,58.0645161290323,0.0,0.0,9.34605669379733,0.0,39291637200.0,-17642094.25741,239274.0
Eswatini,2004,31.4,7.93542577068212,0.9945,719.371500402084,31.7757009345794,58.8785046728972,0.0,0.0,5.69756858665971,0.0,40712862600.0,-37102514.0297552,239397.0
Eswatini,2005,34.2,9.04728048608606,0.9909,868.378957982321,27.2727272727273,64.4628099173554,0.0,0.0,8.77401057109704,0.0,43152492500.0,-378398011.593856,239653.0
Eswatini,2006,35.2,9.20239622112456,0.9989,952.568892954494,25.8555133079848,65.0190114068441,0.0,0.0,10.8874321217161,0.0,46056141500.0,-342081098.153659,240209.0
Eswatini,2007,39.8,8.84366174301086,1.0324,981.93370343035,27.9527559055118,62.992125984252,0.0,0.0,10.8294930875576,0.0,48044717400.0,-323292385.163182,241482.0
Eswatini,2008,42.6,8.1820020018654,1.013,991.721086868028,21.1143695014663,72.1407624633431,0.0,0.0,10.2769893315064,0.0,48736827300.0,-435932848.532854,243438.0
Eswatini,2009,38.6,7.55189409574541,1.0493,1393.4722160642,8.88610763454318,36.0450563204005,0.0,0.0,12.9679492747329,0.0,49435280300.0,-483527662.826688,245724.0
Eswatini,2010,45.6,8.30965206310733,0.8556,1338.55080286061,3.44009489916963,39.5017793594306,0.0,0.0,12.8511578893258,0.0,51325900400.0,-562010006.230172,248266.0
Eswatini,2011,51.2,7.97421442671441,0.8194,1081.55690519067,2.62697022767075,47.9859894921191,0.0,0.0,23.4195034553366,0.0,52270161600.0,-376089570.839394,251104.0
Eswatini,2012,54.3,8.44107107954548,0.811,1025.0359696867,4.20841683366733,48.4969939879759,0.0,0.0,26.4779954753062,0.0,54408263100.0,-201417708.225607,254260.0
Eswatini,2013,57.5,8.37545690425617,0.9627,1113.28418835565,3.33919156414763,53.6028119507909,0.0,0.0,19.1163098288832,0.0,56636055800.0,-77247436.2099297,257775.0
Eswatini,2014,65.0,8.20388205629893,0.9829,1128.22417339098,4.12371134020619,48.0412371134021,0.0,0.0,22.699617386941,0.0,57801275700.0,-42690154.6252222,261654.0
Eswatini,2015,64.1,7.37857520050359,0.9809,1124.41843066188,4.47368421052632,32.6315789473684,0.0,0.0,23.2706789445299,0.0,58786358600.0,53319673.5564343,265887.0
Eswatini,2016,63.4,5.37686940648276,1.0469,1059.58467412552,7.12250712250712,34.1880341880342,0.0,0.0,25.7079210901282,0.0,60520067200.0,44939550.604633,270455.0
Eswatini,2017,73.5,8.11477800092546,1.0618,1145.7483411688,3.96270396270396,48.4848484848485,0.0,0.0,29.762890010759,0.0,62650950600.0,-32813553.1425912,275711.0
Eswatini,2018,74.0,7.38537092360196,1.0621,1065.93300362982,3.48360655737705,54.7131147540984,0.0,0.0,29.1089599372535,0.0,62691921600.0,-167569232.945301,281220.0
Eswatini,2019,77.0,7.42401138221192,1.1361,1133.17184716334,7.61316872427984,46.9135802469136,0.0,0.0,31.4787701317716,0.0,66724183800.0,123898878.52682,287252.0
Eswatini,2020,80.0,7.62881465189563,0.9606,1092.45268623468,3.18352059925094,50.374531835206,0.0,0.0,26.8803522378413,0.0,64754596300.0,121627075.137627,294190.0
Eswatini,2021,82.9,7.17040128400091,0.9892,1082.38652138708,2.70758122743682,55.5956678700361,0.0,0.0,25.4380853277835,0.0,67497742900.0,-40789539.9773819,301837.0
Ethiopia,2011,23.0,41.2499638574537,7.9585,47.8261023594533,0.0,98.8168480832939,0.0,0.0,7.07678095017151,5.830301503021,979870780900.0,-5923027740.74003,16640116.0
Ethiopia,2012,29.0,44.3309427521463,8.9861,55.2407944874698,0.0,97.2876892692561,0.0,0.0,7.41700069330924,6.37955110018141,1064608160300.0,-8135008994.69495,17441254.0
Ethiopia,2013,30.8,41.2395055340925,10.4416,65.1369499801963,0.0,95.7515214146285,0.0,0.0,8.22809066332886,7.34405316776333,1177267870800.0,-8134766074.8356,18324880.0
Ethiopia,2014,27.2,38.5204496889284,12.4047,65.4795041042624,0.0,94.565103346973,0.0,0.0,9.15951375750628,8.27307444056587,1298026039800.0,-11818125908.6126,19238546.0
Ethiopia,2015,29.0,36.0569753905786,13.5098,73.8443396941679,0.0,92.5298900047824,0.0,0.0,9.36081748178678,8.35128287305047,1432922915900.0,-13853596898.1746,20203785.0
Ethiopia,2016,42.9,34.6969564523634,16.0312,81.1483241249976,0.0,93.5748407643312,0.0,0.0,10.2168595130039,0.0,1568097450700.0,-14091223544.3953,21211688.0
Ethiopia,2017,44.3,33.7792813400479,15.8736,80.8177660045461,0.0,95.7779456193353,0.0,0.0,10.5205015940586,0.0,1718073264900.0,-12672570623.1979,22271601.0
Ethiopia,2018,44.8,31.2188066487174,17.4696,91.919211356599,0.0,93.9973841811799,0.0,0.0,11.2365271440852,0.0,1835179677700.0,-12304551192.7013,23415903.0
Ethiopia,2019,48.0,33.6333246930874,18.4825,92.3124380650632,0.0,95.7837334574716,0.0,0.0,12.0449116177875,0.0,1988675679300.0,-11639029638.8923,24592655.0
Ethiopia,2020,51.1,35.5582700374118,18.0158,93.3839345037291,0.0,94.611536756791,0.0,0.0,9.52569897811929,0.0,2109180096400.0,-9455071323.93281,25717142.0
Ethiopia,2021,54.2,37.5791137568863,19.0941,83.8801247645011,0.0,96.1431617029524,0.0,0.0,11.1448450149397,0.0,2228170138900.0,-11363400666.2319,27000822.0
Finland,2001,100.0,2.76462005490516,63.5758,15709.8832538423,23.5144859436673,17.7281636817657,15.6942244180114,30.5735305963537,56.7675584382917,50.371919857699,192472714000.0,13763770099.4632,3501814.0
Finland,2002,100.0,2.67313392616545,65.7268,16140.0669692216,26.6146354479354,14.3766259755854,15.50930558335,29.7445133746915,53.7323945105235,51.3908041928673,195720357000.0,13426695709.6184,3525754.0
Finland,2003,100.0,2.53635129256364,74.0954,16445.572561286,32.3565685553685,11.3737162915352,16.4219813580628,26.9560989493157,60.6279756640965,54.4596986805194,199657859000.0,12281727582.4145,3547068.0
Finland,2004,100.0,2.37997744754033,70.4547,16777.5658490195,27.5811054808084,17.5548954511037,14.8488554953696,26.4616459898655,56.0538113718274,53.3786735682675,207654914000.0,13386670377.7013,3569621.0
Finland,2005,100.0,2.27855173502727,58.2464,16117.8903321632,16.5594627525431,19.5290584001587,15.9119888923522,32.9701623643422,55.8524210137407,49.2323372321222,213422133000.0,9696388683.17434,3594313.0
Finland,2006,100.0,2.00160822857672,69.8556,17215.606953539,28.8548449800758,13.9639420740597,14.9710856254252,27.828263193702,55.4622529827149,51.7435436432029,222000792000.0,9064644965.01792,3621024.0
Finland,2007,100.0,2.38053234540974,68.0689,17161.6194466714,27.1450550803126,17.4496892116438,12.9940304018709,28.8300818511908,54.6636571657423,49.8634779775679,233795254000.0,12350966281.6864,3650277.0
Finland,2008,100.0,2.20537134561628,59.8279,16349.9861388162,18.6137514206013,22.099390432896,14.2434652340118,29.6492406240314,55.9319732578383,47.8241764293654,235629217000.0,10382835457.0152,3681886.0
Finland,2009,100.0,2.25383112774094,57.0808,15244.046915537,22.1981711970473,17.6025753097726,13.5883667041308,32.6437164384132,55.4425831331919,48.5816044005833,216599728000.0,5354045954.93265,3712985.0
Finland,2010,100.0,2.36676641136983,65.8469,16484.8400776231,26.5438679128344,16.0175521233607,13.9561692738677,28.2618935468676,49.3260835317811,48.9159419757879,223462231000.0,3384996534.34346,3742846.0
Finland,2011,100.0,2.25898661809719,58.2223,15711.9017005823,21.4269193616413,16.9317424252731,12.8488047781663,31.5465095712983,54.5356936563487,47.094510856443,228803860000.0,-2134164029.81601,3774933.0
Finland,2012,100.0,2.18836399205502,52.3267,15690.1468441556,16.0074420190027,23.9437019783841,9.55248469699337,32.6468875601824,47.4849254651914,43.1020346822723,225319543000.0,-4055943974.95969,3809602.0
Finland,2013,100.0,2.21182621856833,53.3313,15512.1225113863,20.1678431592686,18.0164755743295,9.52608164811878,33.1279733920878,50.0731859122483,42.4733444078944,223111995000.0,-2663826149.84197,3843951.0
Finland,2014,100.0,2.21758033567317,49.4416,15251.271076581,17.355420448204,19.6742737979851,8.10790965430141,34.6286016389109,50.2608112384787,41.9617975513844,222045367000.0,-2806235858.40577,3877014.0
Finland,2015,100.0,2.06049706934612,45.9758,15056.2155775741,12.8092246242657,24.4449627545591,7.57299669091386,33.8853336054461,48.5424894093918,40.2290546321528,223081217000.0,-933949094.19716,3907207.0
Finland,2016,100.0,2.08977502932082,48.8071,15489.9556948907,15.2842619660544,22.9780240557325,5.43653737074043,33.746382186541,46.6827957867349,0.0,228818719000.0,-2501201519.53423,3935507.0
Finland,2017,100.0,2.06803556647353,46.0759,15464.1776808236,13.6457207173852,21.8769900626453,4.88722361269493,33.2879167098618,45.2671537059778,0.0,236377448000.0,1014994073.29316,3963507.0
Finland,2018,100.0,2.11422780880102,47.4392,15805.3857067097,14.3304441882641,18.9303047122952,5.96900217753298,32.4395485532926,46.7658274035664,0.0,239197378000.0,-2291417637.93039,3990060.0
Finland,2019,100.0,2.18977184111891,44.1412,15508.1691812129,11.6037873270211,18.0932265112891,5.60961398397669,34.7705753823744,44.4037103012629,0.0,242425917000.0,1792953973.24134,4016589.0
Finland,2020,100.0,2.24039393029227,39.474,14688.7364832862,7.47830857406846,22.9301110196775,5.7617624554261,33.6249584939437,43.8668623466548,0.0,236387000000.0,828465000.5328,4041263.0
Finland,2021,100.0,2.15907446415076,39.3124,15646.5861772306,7.74382296663986,21.8962313857076,5.30490003050387,32.7195585258312,38.6876476664123,0.0,242713535000.0,108592733.40555,4065501.0
Finland,2022,100.0,2.24134367895993,37.1238,14738.1997391698,8.58061119884742,18.6892195162497,1.32574183359654,35.0982184911202,42.3818916396541,0.0,244565541000.0,-5730842915.76031,4094670.0
Finland,2023,100.0,2.33793174221545,32.8867,14392.7795410779,4.14275202354673,18.6411577140054,0.809418690213392,42.075055187638,30.2718534094324,0.0,242268842000.0,52315548.70377,4132443.0
France,2001,100.0,2.00226015670254,404.9849,7341.42546578775,4.34935308354412,14.2869361090386,2.75617345731807,76.624752060852,51.6280590905334,53.4646898801474,1982495400000.0,17867386311.9336,47193772.0
France,2002,100.0,1.90378389721189,399.5764,7298.42043008314,4.82789953905016,11.7750593403606,3.28567621180439,78.123574623969,51.9902296112764,52.8720718852001,2003663500000.0,27607351106.5107,47752591.0
France,2003,100.0,1.74560664256609,404.4794,7528.93319992472,5.16302717884122,11.3397478644692,3.41684925851831,77.8123555583782,51.9019306143333,52.3758824672276,2023055500000.0,24042402513.7393,48224416.0
France,2004,100.0,1.72018557547967,405.5101,7661.14620769659,4.74433545334664,11.3052279144957,3.66673460464452,78.0835567447605,52.240225617517,52.1043243394395,2081081800000.0,17355875954.8145,48592141.0
France,2005,100.0,1.58270403235962,407.7638,7652.6664232807,5.33016468742026,9.77865191359943,4.00461062283335,78.3821505014226,53.0679404506124,51.9741272416698,2120384400000.0,-283241312.9564,48924936.0
France,2006,100.0,1.42706409375236,397.0172,7540.1656858215,4.59304641579212,10.7400120723156,3.78521019571415,78.3119284567441,52.9914446924844,51.5783029344945,2177933000000.0,-8152873482.8605,49209797.0
France,2007,100.0,1.516727357675,389.8648,7518.98444301184,4.94885637663049,11.1025891239943,3.85893907695764,77.1770264388312,51.9702514233555,51.3524274113987,2233045200000.0,-18508898565.2429,49450357.0
France,2008,100.0,1.42030674677991,382.575,7647.93961691657,4.60678347734252,11.9146540816931,3.81383254967707,76.5845947933622,52.300519537814,50.5099418556655,2241534600000.0,-41912581724.0707,49669387.0
France,2009,100.0,1.23241577481447,369.9379,7342.59262865289,4.48178383169287,11.5624387740822,3.82572188272613,76.4539814339693,52.4461795511117,50.5302791877511,2178221300000.0,-32833160279.7455,49889011.0
France,2010,100.0,1.50088040274637,377.2787,7737.80283768956,4.62244878242433,11.8613282931105,4.17329044928129,75.2732804367568,50.3709944013574,49.5463820747788,2221792800000.0,-43515092096.2022,50132793.0
France,2011,100.0,1.55137276231397,363.6897,7350.22802740645,3.46527662764446,8.87248193443223,5.14099423819527,77.1239790448131,50.7669129831527,47.3979454513166,2275950700000.0,-56663277933.5585,50389719.0
France,2012,100.0,1.52594468949115,365.0236,7473.82723468712,4.21050794814078,11.2999703362474,3.97023155176325,74.2302256190127,49.9192127548672,47.8591536148997,2280134700000.0,-37820646682.3387,50666011.0
France,2013,100.0,1.36140137870511,360.1587,7506.20489138963,4.52131676506934,13.2277220925443,3.15683784154881,72.7179733626253,49.7187350576705,47.4024408546966,2297959800000.0,-23354364363.2821,50979490.0
France,2014,100.0,1.46154600121993,326.9509,7106.65526381496,2.41407535782663,12.1419333895314,2.29714140107824,76.1779350859465,47.8595723488972,45.0352121657311,2320889600000.0,-28200678499.737,51293995.0
France,2015,100.0,1.50360116027898,332.1533,7208.30136656291,2.51007496081241,10.4350210293791,3.64595458205941,75.4310634709598,47.5840193835437,45.17655073785,2345647800000.0,-9463888994.342,51748663.0
France,2016,100.0,1.33798472564444,334.7732,7276.87553511397,2.1692688681752,11.6355075621499,6.19408986717967,71.4223714930508,49.1470621392941,0.0,2365821100000.0,-12213190138.5206,52445087.0
France,2017,100.0,1.43496006533197,338.709,7229.03935292766,2.70195793280129,9.80193108745006,7.20024320821503,70.821769979786,50.6501252511912,0.0,2415115700000.0,-19613749658.1629,52628868.0
France,2018,100.0,1.53110170543578,328.5501,7156.81690085647,1.81063399670575,12.1038701399969,5.24657908341592,70.9243989028334,48.740565044734,0.0,2454866300000.0,-28418466030.8181,52834442.0
France,2019,100.0,1.40828485472535,322.9043,7059.07466974036,1.02762620446821,10.7753747720567,6.86647509511493,69.8287056319936,49.7065206256462,0.0,2504637400000.0,-15554985769.9184,53022323.0
France,2020,100.0,1.4604342657704,287.0868,6685.6150734803,0.92758355382912,12.5905909287095,6.61393533374618,66.3986939143163,45.7909611073638,0.0,2318276200000.0,-45868544727.8586,53210127.0
France,2021,100.0,1.46334541457898,316.7044,6950.69961060428,1.32081685836718,11.5085099911634,5.99415809848445,68.2744793850706,45.5715251781551,0.0,2477827800000.0,-30254890619.4442,53417028.0
France,2022,100.0,1.72017137018833,307.6802,6649.38931756837,1.23862081778108,10.7772889256701,9.28912834197504,62.2225928490601,54.3201739791286,0.0,2545144500000.0,-70150448895.429,53701527.0
France,2023,100.0,1.48475796304424,284.1541,6415.02611160317,0.584217935547692,11.5759236008066,5.67648289769052,64.3385458281018,47.1279302986198,0.0,2581774600000.0,-41937166656.0055,53863982.0
Gabon,2001,77.2,6.14393258219291,6.741,862.866135864,0.0,62.4022743425729,22.316986496091,0.0,-794.032131187219,35.1778224434218,3679028000000.0,1224852434.54511,1053029.0
Gabon,2002,77.8,5.74386163895503,6.4721,883.926148676527,0.0,62.280701754386,22.2672064777328,0.0,-644.955829835225,28.0727812342581,3669866000000.0,947929960.042929,1092526.0
Gabon,2003,78.5,6.00402093513223,7.3423,891.23593879987,0.0,58.6701434159061,22.6205997392438,0.0,-575.912050902194,23.5722636469243,3752340000000.0,1468493701.12259,1133487.0
Gabon,2004,79.2,5.46729104251047,6.6252,869.437376944012,0.0,58.0246913580247,20.7927225471085,0.0,-507.734547892123,20.9543763418147,3778214000000.0,2073131728.77491,1176176.0
Gabon,2005,81.6,4.98463861102881,6.3917,868.468973245553,0.0,51.6211061665607,20.7247298156389,0.0,-423.226902922245,20.1624196767743,3879326689000.0,3209590992.32943,1221033.0
Gabon,2007,81.3,4.95783080287957,5.1756,912.45742133107,0.0,46.1937716262976,19.4925028835063,0.0,-307.149789096444,18.1957895125429,3996983075600.0,4131205893.95014,1317977.0
Gabon,2008,82.0,4.22984203194841,5.5191,921.492681257486,0.0,49.0669593852909,27.2228320526893,0.0,-264.253764035878,17.0803648682296,3864745662500.0,5460105498.17715,1370017.0
Gabon,2009,82.7,5.04416979273101,5.4491,881.703656091038,0.0,51.6129032258064,34.6637506834336,0.0,-240.008745541617,16.4279805153545,3869782628800.0,2390236893.99289,1424672.0
Gabon,2010,89.3,3.91445441728357,5.9582,896.574700894656,0.0,46.9948186528497,41.9170984455959,0.0,-243.263320514085,18.8862012255762,4144145856500.0,4416815244.23446,1482282.0
Gabon,2011,88.7,3.43228977977158,5.82,908.537389484199,0.0,41.2371134020619,46.7844869906726,0.0,-274.270801709442,26.237139856612,4438038458800.0,4261865317.20349,1542603.0
Gabon,2012,89.3,3.35369777676334,5.89,930.75436585523,0.0,42.037037037037,43.6574074074074,0.0,-296.871093827504,30.8224882045986,4671083271900.0,3999940172.41057,1604649.0
Gabon,2013,86.4,3.32908065074657,6.0777,924.697042798994,0.0,47.2032742155525,38.1991814461119,0.0,-189.752645401349,22.0287327083771,4934471597800.0,2879762553.9664,1667197.0
Gabon,2014,87.1,3.62120476996243,6.2671,933.077705761072,0.0,47.1573380343764,41.2516527104451,0.0,-195.26630238146,22.4601927155325,5147392292600.0,2204528794.45527,1733544.0
Gabon,2015,87.3,4.31162904410146,6.4413,965.218332876855,0.0,50.1449275362319,40.3312629399586,0.0,-203.764020460123,6.48820032387538,5347054461100.0,340696876.815891,1797811.0
Georgia,2001,99.8,20.9619418639497,3.8788,1583.5598734846,0.0,79.8904425544183,19.7491711114315,0.0,50.4213548393092,55.0847258006662,17921000000.0,-445748145.38,2103926.0
Georgia,2002,99.9,19.2408798283262,3.5935,1653.38072119874,0.0,93.2478985806807,6.33870745487116,0.0,47.2417807318952,49.5855823128478,18902000000.0,-443707082.69,2085250.0
Georgia,2003,100.0,19.3015027848811,3.9559,1749.86385730221,0.0,91.145251396648,8.43575418994413,0.0,49.2787400462594,52.1405444779906,20992000000.0,-573281400.06,2075233.0
Georgia,2004,99.9,16.3950612257362,4.3124,1814.45965971879,0.0,87.3627960716349,12.0306181398036,0.0,55.0861069357956,53.7682575254446,22208000000.0,-846057003.48,2070388.0
Georgia,2005,97.9,14.7699403660646,4.9793,1916.47902904546,0.0,85.8125774047062,13.2792073758084,0.0,66.8146429232036,64.4076475508237,24338000000.0,-1115393322.21,2068450.0
Georgia,2006,100.0,11.1987759157064,5.6816,1769.17167459508,0.0,72.9381089611637,26.7325373953616,0.0,70.7513057452793,70.399977151229,26631000000.0,-1876372880.54,2070530.0
Georgia,2007,100.0,9.19570666949123,6.5959,1829.97690768098,0.0,81.8290926548248,17.8828612578012,0.0,69.4903866771496,70.6830053691647,29980000000.0,-2716420112.73,2075630.0
Georgia,2008,100.0,8.13162847511651,5.681,1881.53721148442,0.0,84.727315745889,15.1307228203005,0.0,65.4014911848401,66.7833304421081,30706000000.0,-3812210232.44,2086755.0
Georgia,2009,100.0,8.10130101189814,6.4713,1833.04456065262,0.0,86.6090207992521,12.9352652488899,0.0,63.0552019442193,66.9876694364067,29585000000.0,-2065071548.1,2086616.0
Georgia,2010,100.0,8.86598672626304,6.3124,2049.54452365453,0.0,92.5227182931648,7.1612011062821,0.0,59.2294276928725,64.6984762219457,31433000000.0,-2079760021.4,2090140.0
Georgia,2011,100.0,9.73887160427603,7.5848,2289.13484865062,0.0029429075927015,77.3984696880518,22.5328624681185,0.0,69.4961963735842,72.7574950293429,33927000000.0,-2745905483.83,2091959.0
Georgia,2012,100.0,8.56565938989856,8.2738,2329.92587038339,0.0,74.5023207839092,25.4976792160908,0.0,71.4211136890952,74.4547473085834,36159000000.0,-3117974693.26,2094447.0
Georgia,2013,100.0,9.21478687624408,9.1493,2498.34035744989,0.0,82.2248732478378,17.7751267521622,0.0,67.832308372523,64.5893709875788,38015000000.0,-2089933391.945,2104877.0
Georgia,2014,100.0,9.2042368072631,9.8404,2693.97276022513,0.0,80.3683347796741,19.6316652203259,0.0,71.0189832222526,71.3923935449501,39570000000.0,-2979689101.23,2120950.0
Georgia,2015,100.0,8.54206032187102,10.647,2727.58313746418,0.0,78.0393242869011,21.9606757130989,0.0,73.8338314892229,73.9831016961049,40896000000.0,-2547799840.0,2137578.0
Georgia,2016,100.0,8.00327332913851,11.0252,2873.23558251431,0.138240884741662,80.6030758596855,19.1809227579056,0.0,73.0986401261331,0.0,42307000000.0,-2310734036.03,2150711.0
Georgia,2017,100.0,6.91860933720368,11.1709,3068.39799528112,0.208134593703929,79.8716503338826,19.1483826207614,0.0,74.4071642956491,0.0,44490000000.0,-1784877513.46,2162230.0
Georgia,2018,99.9,7.56159033807908,11.137,3268.97620291589,0.0905498847546921,81.8982548567666,17.3114916035561,0.0,77.3334383600085,0.0,47187000000.0,-1871976601.56,2172720.0
Georgia,2019,100.0,7.33548626473072,11.9227,3311.95343427341,0.0,75.3289473684211,23.9541160593792,0.0,80.7223894853654,0.0,49726000000.0,-1615848784.48,2181146.0
Georgia,2020,100.0,8.31654843439314,11.5406,3150.65667109712,0.0,73.9134331033247,25.2710816381396,0.0,80.6317366716613,0.0,46598000000.0,-3038992200.1,2196367.0
Georgia,2021,100.0,7.22731737039721,12.3432,3604.85464904641,0.0,80.5219454329775,18.8137603795967,0.0,78.1553025341781,0.0,51558000000.0,-3061436274.94,2204003.0
Germany,2001,100.0,1.08333750848315,885.4745,6762.65339646636,51.4399579813303,4.64746267944052,9.96408631562433,29.2126956409041,62.5050248519619,83.6009676624179,2872379330000.0,30938098139.6939,65968121.0
Germany,2002,100.0,0.901338514680484,869.9404,6900.78052702986,52.2577357191313,4.74932417921438,9.29121484112672,28.0967591282679,61.7994878938763,83.2737787331121,2865822960000.0,85409917265.0464,66090935.0
Germany,2003,100.0,0.829342960804352,877.913,7015.50591599776,51.6293643394567,3.75819031737069,10.5049437346534,27.0920598237851,62.269879079911,82.9391601509415,2850639790000.0,92318194626.0499,66140670.0
Germany,2004,100.0,0.948871367267906,863.3895,7116.23381864374,49.8945910569855,4.2810754139101,10.3826595412486,27.0301535912657,62.8650670376201,82.2218793344823,2883766700000.0,141659579646.247,66140883.0
Germany,2005,100.0,0.72605784900095,841.7481,7144.70873822785,47.7846750353868,4.23951315489621,11.8694171532015,26.1677638441762,62.530571039464,81.3900776296437,2909302030000.0,143997634083.368,66119461.0
Germany,2006,100.0,0.716599757643703,855.4482,7219.9881492831,46.6196646222392,4.18534823484567,11.9914577715844,26.1311266430667,62.8343075975222,80.6716583069331,3021795500000.0,158280176925.072,66062701.0
Germany,2007,100.0,0.822076767549622,826.5971,7238.49837452416,48.068923149846,4.37887462734972,12.4101897242076,21.9121480871659,60.5578292354181,80.5058880958319,3109098720000.0,223249988267.44,65993971.0
Germany,2008,100.0,0.837028054130878,829.9111,7197.68970678478,44.5149176337019,4.12790597937373,14.0798570227737,23.1581623184518,62.8465530476543,79.9104868875012,3136704480000.0,222424166595.653,65890031.0
Germany,2009,100.0,0.670417045914746,768.1326,6827.56103561283,43.63227594393,4.13785125463352,13.7673542128761,22.6217959357485,63.2780731769109,79.3162024847903,2962788190000.0,168088620679.111,65746683.0
Germany,2010,100.0,0.775984032180357,814.962,7265.99787984215,43.1919699267122,4.32035001263583,14.2709123073035,22.2005307050796,62.0536486295109,78.9137435234329,3085288750000.0,178340566180.23,65671538.0
